2017,26.919
2018,30.623
2019,34.288
2020,37.862
2021,41.308
2022,44.6
2023,47.719
2024,50.652
2025,53.391
2026,55.934
2027,58.282
2028,60.438
2029,62.409
2030,64.201
2031,65.825
2032,67.289
2033,68.604
2034,69.781
2035,70.83
2036,71.762
