2017,2.0973e+06
2018,2.3339e+06
2019,2.5524e+06
2020,2.7419e+06
2021,2.8949e+06
2022,3.0096e+06
2023,3.089e+06
2024,3.1396e+06
2025,3.1691e+06
2026,3.1849e+06
2027,3.1925e+06
2028,3.196e+06
2029,3.1973e+06
2030,3.1978e+06
2031,3.1979e+06
2032,3.198e+06
2033,3.198e+06
2034,3.198e+06
2035,3.198e+06
2036,3.198e+06
